Recency,Frequency,Monetary,Cluster
0.0663956639566395,0.0022518899790895,0.0034124857587184,0
0.513550135501355,0.0036191088949654,0.0011747938473808,1
0.1734417344173441,0.0075599163583722,0.0023364720837834,2
0.032520325203252,0.0005629724947723,0.0002338434261803,0
0.3224932249322493,0.0,5.266898896746474e-05,2
0.0636856368563685,0.0018497667685378,0.0001896944207223,0
0.2195121951219512,0.0009650957053241,0.0002187656371818,2
0.013550135501355,0.2486729934051793,0.0220001465092921,0
0.5420054200542005,0.0012867942737654,0.0006828207389961,1
0.3726287262872628,0.0055493003056136,0.005604186971193,2
0.6043360433604336,0.0024127392633102,0.0009754090211719,1
0.029810298102981,0.0084445874215859,0.0036137467025082,0
0.0,0.0020106160527585,0.0009706584849121,0
0.1300813008130081,0.0318481582756956,0.0056349449722665,0
0.0121951219512195,0.0034582596107447,0.001483991794378,0
0.0040650406504065,0.0042625060318481,0.0015432358009225,0
0.2344173441734417,0.0009650957053241,0.0003052391667807,2
0.0311653116531165,0.0017693421264275,0.0008344764454642,0
0.2682926829268293,0.0034582596107447,0.0016604501195069,2
0.0799457994579945,0.0043429306739585,0.0015361272086206,0
0.032520325203252,0.0079620395689239,0.002156227099317,0
0.0149051490514905,0.0119028470323307,0.013305959458235,0
0.5718157181571816,0.0024127392633102,0.0023586412529959,1
0.8509485094850948,0.003297410326524,0.0003041548052431,4
0.1422764227642276,0.0249316390542062,0.0092008076462428,0
0.018970189701897,0.015039408074634,0.0012551915099517,0
0.1300813008130081,0.006112272800386,0.0004832465798204,0
0.075880758807588,0.0009650957053241,0.0002732418953785,0
0.0826558265582655,0.0019301914106482,0.0001929130811592,0
0.1720867208672086,0.0129483673797651,0.0051219731166464,2
0.08130081300813,0.041096992118385,0.0056088686591012,0
0.1856368563685637,0.0127070934534341,0.0029521140437142,2
0.0284552845528455,0.038040855718192,0.0147131681285007,0
0.5907859078590786,0.0019301914106482,0.0006746277851567,1
0.6449864498644986,0.0023323146211999,0.0002416405019981,1
0.1544715447154471,0.0028148624738619,0.0010414345903481,0
0.018970189701897,0.0104552034743445,0.0042788734151453,0
0.1395663956639566,0.0111790252533376,0.0061678656377601,0
0.943089430894309,0.0057101495898343,0.0006202375873995,4
0.0257452574525745,0.0014476435579861,0.0006389127027687,0
0.0338753387533875,0.0069969438635998,0.0051458979188244,0
0.0094850948509485,0.0106160527585652,0.0083707719194562,0
0.0094850948509485,0.0033778349686343,0.0020180484576729,0
0.5948509485094851,0.0033778349686343,0.0005366212643917,1
0.4986449864498645,0.0050667524529515,0.0011890626682481,1
0.051490514905149,0.0008846710632137,0.0003551542216845,0
0.4566395663956639,0.000723821778993,0.0006917538126151,1
0.2764227642276423,0.0202670098118063,0.00314292725015,2
0.9823848238482384,0.0005629724947723,0.0002792661261428,4
0.3075880758807588,0.0054688756635032,0.0018336897841989,2
0.005420054200542,0.020669133022358,0.0153157289016291,0
0.1056910569105691,0.0072382177899308,0.0029973301986219,0
0.5555555555555556,0.0217950780119028,0.0092953209420988,1
0.8834688346883469,0.0032169856844137,0.0075324399663028,4
0.2886178861788618,0.0032169856844137,0.0009179206475931,2
0.573170731707317,0.0012063696316551,0.0005558299544857,1
0.4959349593495935,0.0028148624738619,0.0020000446137318,1
0.035230352303523,0.01174199774811,0.0070914490622716,0
0.010840108401084,0.0045842046002895,0.0025438433187769,0
0.0013550135501355,8.042464211034261e-05,0.0006196351643231,0
