Recency,Frequency,Monetary,Cluster
0.062330623306233,0.0054688756635032,0.0019991840093369,4
0.013550135501355,0.0276660768859578,0.0048875789036533,4
0.0636856368563685,0.0481743606240952,0.0123777804062548,4
0.0149051490514905,0.0654656586778188,0.0200535454284832,4
0.0094850948509485,0.0299179668650474,0.0124433928853215,4
0.0311653116531165,0.0014476435579861,0.0005652449665658,4
0.0257452574525745,0.0021714653369792,0.0008102762498798,4
0.0880758807588075,0.0050667524529515,0.0024672839518072,4
0.997289972899729,8.042464211034261e-05,0.0003126575766647,0
0.3888888888888889,0.0008042464211034,0.0004556039666564,0
0.6233062330623306,0.0014476435579861,0.000435620732607,0
0.6124661246612466,0.0046646292423998,0.0017897989600594,0
0.2466124661246612,0.0006433971368827,0.0001821727383109,4
0.5040650406504065,0.0097313816953514,0.0037288611463691,0
0.059620596205962,0.0082033134952549,0.0013385496516411,4
0.1612466124661246,0.0093292584847997,0.0037737674836946,4
0.991869918699187,0.0016084928422068,0.0005049165984838,0
0.005420054200542,0.0885475309634872,0.0555536488387073,4
0.043360433604336,0.0806659160366736,0.0229335580359933,4
0.8550135501355014,0.0016889174843171,0.0002515374525393,0
0.8848238482384824,0.0009650957053241,0.0003202308953397,0
0.0257452574525745,0.0037799581791861,0.0003747243656244,4
0.0880758807588075,0.0018497667685378,0.000571957680846,4
0.0420054200542005,0.0591925365932121,0.0090473618826333,4
0.573170731707317,0.0012063696316551,0.0004498379172106,0
0.4268292682926829,0.0008042464211034,0.0003759980601288,0
0.0257452574525745,0.0488177577609779,0.0041822447536867,4
0.0907859078590785,0.0065143960109377,0.0023725141958416,4
0.1531165311653116,0.0020106160527585,0.0007797247938611,4
0.0257452574525745,0.0184172430432684,0.002235265006944,4
0.048780487804878,0.0226797490751166,0.0079525009714502,4
0.2588075880758808,0.017854270548496,0.0015875569272595,4
0.0501355013550135,0.0032169856844137,0.0010587843749492,4
0.6598915989159891,0.000723821778993,0.0026542588626417,0
0.7168021680216802,0.0012063696316551,0.0006989312532685,0
0.0420054200542005,0.00940968312691,0.0082768971920612,4
0.0230352303523035,0.0115811484638893,0.0037368647672416,4
0.002710027100271,0.017612996622165,0.0017639464040368,4
0.040650406504065,0.0811484638893356,0.0452887727065305,4
0.5826558265582655,0.0016084928422068,0.000541612769882,0
0.5609756097560976,0.0049863278108412,0.0023858019276987,0
0.2628726287262872,0.0016889174843171,0.0003590269414615,4
0.075880758807588,0.0102943541901238,0.0033432071049295,4
0.7046070460704607,0.0026540131896413,0.0014172433175101,0
0.0230352303523035,0.0139134630850892,0.0076185520420558,4
0.016260162601626,0.0079620395689239,0.0007467636455367,4
0.3997289972899729,0.000241273926331,0.0001729814833735,0
0.3712737127371274,0.0046646292423998,0.0016730665799361,0
0.0948509485094851,0.0083641627794756,0.0036838687486041,4
0.1720867208672086,0.0062731220846067,0.002931252993182,4
0.010840108401084,0.0095705324111307,0.0024602097836812,4
0.075880758807588,0.0115007238217789,0.0060961256554018,4
0.1300813008130081,0.0009650957053241,0.0005449691270221,4
0.0257452574525745,0.0719800546887566,0.0275809078288562,4
0.0311653116531165,0.0300788161492681,0.0040294014131537,4
0.8726287262872628,0.0,0.0010223980211331,0
0.513550135501355,0.0043429306739585,0.0021170007509978,0
0.056910569105691,0.0115007238217789,0.0105722668099446,4
0.7073170731707317,0.0005629724947723,0.0006291018126669,0
0.6355013550135501,0.0021714653369792,0.0007748193488102,0
0.043360433604336,0.0009650957053241,0.0012305954363457,4
0.7059620596205962,0.0028148624738619,0.0009533431244869,0
0.0447154471544715,0.0100530802637928,0.0049536388970053,4
0.7439024390243902,0.0009650957053241,0.0002066311152138,0
0.1097560975609756,0.0170500241273926,0.0024284879056854,4
0.0067750677506775,0.0102943541901238,0.0039889357945058,4
0.7872628726287263,0.0012063696316551,0.0004611118347837,0
0.0447154471544715,0.0355476918127714,0.0078165082649692,4
