Recency,Frequency,Monetary,Cluster
0.0528455284552845,0.0009650957053241,0.0007365568774133,3
0.0149051490514905,0.0668328775936947,0.0138019774072757,3
0.0392953929539295,0.023725269422551,0.0088085613751384,3
0.9200542005420054,0.0014476435579861,0.0002945504601961,1
0.0203252032520325,0.0042625060318481,0.0004820933699312,3
0.002710027100271,0.0104552034743445,0.0056621917074088,3
0.032520325203252,0.0039408074634067,0.0037900329067581,3
0.010840108401084,0.009168409200579,0.0005064656863946,3
0.0420054200542005,0.0201865851696959,0.0050904233595296,3
0.3062330623306233,0.0020106160527585,0.0003462899964171,0
0.516260162601626,0.0022518899790895,0.0010041359958735,0
0.5257452574525745,0.0013672189158758,0.0004121606568022,0
0.6585365853658537,0.0,5.266898896746474e-05,1
0.8888888888888888,0.0008042464211034,0.000505226416066,1
0.4092140921409214,0.0012063696316551,0.0004111107194404,0
0.018970189701897,0.0011259449895447,0.000338716677742,3
0.3794037940379404,0.0184976676853788,0.0078818109264537,0
0.4092140921409214,0.0677979732990188,0.0083781042689007,0
0.0907859078590785,0.0067556699372687,0.001754135513935,3
0.2818428184281842,0.0012063696316551,0.0017703665128227,0
0.1720867208672086,0.0053080263792826,0.001873277586364,3
0.8360433604336044,0.0016084928422068,0.000652682373087,1
0.3604336043360434,0.000482547852662,0.0002625704008819,0
0.8794037940379403,0.0020106160527585,0.0003263928228072,1
0.002710027100271,0.0599967830143155,0.0091185682902668,3
0.6070460704607046,0.0033778349686343,0.0016872149161881,0
0.0691056910569105,0.0036191088949654,0.0054242173801329,3
0.1517615176151761,0.0006433971368827,0.0002396955360656,3
0.0718157181571815,0.0216342287276821,0.008286535961284,3
0.0230352303523035,0.0130287920218755,0.001792053743574,3
0.040650406504065,0.0059514235161653,0.0036551761980783,3
0.1802168021680217,0.0043429306739585,0.0042929356909579,3
0.024390243902439,0.0119028470323307,0.0009094178761715,3
0.3536585365853658,0.0074794917162618,0.0027447944449845,0
0.3712737127371274,8.042464211034261e-05,0.001135997801259,0
0.2953929539295393,0.0006433971368827,0.0003586310634399,0
0.0691056910569105,0.0104552034743445,0.0052283610319431,3
0.1734417344173441,0.0039408074634067,0.007503093356437,3
0.1869918699186991,0.000482547852662,0.0005156225171563,3
0.05420054200542,0.0275052276017371,0.0040642903153226,3
0.978319783197832,0.0008042464211034,0.0005672759929378,1
0.6355013550135501,0.0020910406948689,0.00088642252674,0
0.5840108401084011,0.0038603828212964,0.0017853754534696,0
0.1165311653116531,0.0,0.0003940879645095,3
0.0962059620596205,0.003538684252855,0.0011491650485009,3
0.2208672086720867,0.0005629724947723,0.0005440568863635,3
0.3292682926829268,0.0021714653369792,0.0004940729831081,0
0.043360433604336,0.0133504905903168,0.0052945415099104,3
0.3143631436314363,0.0157632298536271,0.0062611379420787,0
0.4579945799457994,0.0123853948849927,0.0017980607622503,0
0.3523035230352303,0.0044233553160688,0.0017795577677601,0
0.048780487804878,0.0114202991796686,0.0028913037371711,3
0.0609756097560975,0.0015280682000965,0.0006773645071325,3
0.5121951219512195,0.0011259449895447,0.0003243790085231,0
0.7560975609756098,0.0019301914106482,0.0008545801641289,1
0.7317073170731707,0.0017693421264275,0.00066362926099,1
0.8197831978319783,0.0034582596107447,0.0006351604676069,1
0.508130081300813,0.0041820813897378,0.0004206117919601,0
0.013550135501355,0.0025735885475309,0.014649087525257,3
0.086720867208672,0.0046646292423998,0.0011969630165932,3
0.0338753387533875,0.006594820653048,0.0008018767509857,3
0.3834688346883468,0.0049863278108412,0.0021125256081443,0
0.8780487804878049,0.0011259449895447,0.0005479296061406,1
0.4485094850948509,0.0022518899790895,0.0008479535102882,0
0.2371273712737127,0.0012867942737654,0.0005868117127018,3
0.2208672086720867,0.0084445874215859,0.0032615701720299,3
0.0474254742547425,0.0197844619591442,0.0070107071579428,3
0.0907859078590785,0.0032169856844137,0.0018551360457197,3
0.002710027100271,0.0314460350651439,0.013289280945062,3
0.0121951219512195,0.0021714653369792,0.0011860849770418,3
0.7168021680216802,0.0011259449895447,0.0003775471480396,1
0.4092140921409214,0.0024127392633102,0.0010932257628328,0
0.089430894308943,0.0147177095061926,0.0052499622022549,3
0.2953929539295393,8.042464211034261e-05,0.0005920958236865,0
0.6937669376693767,0.0143960109377513,0.0053717377241323,1
0.7235772357723578,0.0,0.0005507868127316,1
0.0013550135501355,0.0123049702428824,0.0050253272430999,3
0.0989159891598916,0.0315264597072543,0.0058175652248628,3
0.0975609756097561,0.0013672189158758,0.0019945367456045,3
0.002710027100271,0.0184172430432684,0.0026317282395834,3
0.5880758807588076,0.0010455203474344,0.0004321955271153,0
0.040650406504065,0.0227601737172269,0.0043599251370564,3
0.983739837398374,0.0020106160527585,0.0004504403402871,1
0.0962059620596205,0.0040212321055171,0.0012797703714699,3
0.5230352303523035,0.0025735885475309,0.0004704235743365,0
0.048780487804878,0.003297410326524,0.0012763451659782,3
0.1707317073170731,0.0376387325076403,0.0079576301736438,3
0.6585365853658537,0.000482547852662,0.0002408831701306,1
0.029810298102981,0.0404535949815023,0.0193029262752573,3
0.5704607046070461,0.005870998874055,0.0017921398040135,0
0.051490514905149,0.0292745697281647,0.0132181778099559,3
