Recency,Frequency,Monetary
0.35365853658536583,0.0,0.00078134669746292
0.6395663956639567,0.0025188916876574307,0.0010843498313353123
0.014905149051490514,0.09319899244332494,0.013796969896370137
0.03929539295392954,0.04282115869017632,0.00880352850970497
0.0989159891598916,0.0025188916876574307,0.0007078507089583124
0.16260162601626016,0.09319899244332494,0.012870318015076796
0.3319783197831978,0.02518891687657431,0.0029121451501365548
0.14498644986449866,0.0,0.00036248841168783124
0.2886178861788618,0.0,0.0006331498681831372
0.04200542005420054,0.027707808564231738,0.005085371614909455
0.25609756097560976,0.0,0.0005440252245117417
0.8468834688346883,0.0,0.0002861696264350371
0.005420054200542005,0.0,0.0005952830825367352
0.01084010840108401,0.027707808564231738,0.01626094442620623
0.005420054200542005,0.010075566750629723,0.0017643340284929315
0.4092140921409214,0.0,0.0004060352151811936
0.0989159891598916,0.015113350125944586,0.005812517172372138
0.03252032520325203,0.0025188916876574307,0.0008805921002070812
0.4932249322493225,0.0025188916876574307,0.0007064048862336316
0.07859078590785908,0.010075566750629723,0.0020260451538354515
0.06775067750677506,0.015113350125944586,0.0026696256002466433
0.044715447154471545,0.020151133501259445,0.004948586457849474
0.516260162601626,0.005037783375314861,0.0014541017809971352
0.08536585365853659,0.0025188916876574307,0.0006398626165477267
0.06233062330623306,0.0,0.0006637531158555477
0.14498644986449866,0.02518891687657431,0.002979324270308331
0.6070460704607046,0.0,0.0016821458914649452
0.7439024390243902,0.0025188916876574307,0.001969193338839967
0.7154471544715447,0.0,0.0004105103807575866
0.08536585365853659,0.0,0.00020611579914348426
0.5121951219512195,0.0,0.001294699825601076
0.2018970189701897,0.010075566750629723,0.000686851855099853
0.6395663956639567,0.007556675062972292,0.0013446495583037392
0.5704607046070461,0.0,0.0005589309683161891
0.35365853658536583,0.010075566750629723,0.0027397307902183687
0.5067750677506775,0.007556675062972292,0.0015811276346655205
0.0027100271002710027,0.07304785894206549,0.009790182034072567
0.013550135501355014,0.04030226700251889,0.010310385607977663
0.17344173441734417,0.012594458438287152,0.0074980538623699656
0.18699186991869918,0.0025188916876574307,0.0005105475435652635
0.016260162601626015,0.027707808564231738,0.007515266037663785
0.978319783197832,0.0,0.0005622012816220147
0.07994579945799458,0.07808564231738035,0.030338868659897378
0.5840108401084011,0.0,0.0017803069271655955
0.24254742547425473,0.010075566750629723,0.001324408040158208
0.35365853658536583,0.0025188916876574307,0.0009061349683431089
0.04200542005420054,0.015113350125944586,0.0035361381410633805
0.01084010840108401,0.017632241813602016,0.0019135980126409311
0.0013550135501355014,0.07052896725440806,0.010956978185065273
0.15176151761517614,0.0,0.00023461916143004876
0.1111111111111111,0.022670025188916875,0.008508442976467736
0.3523035230352303,0.010075566750629723,0.001774489211916285
0.02032520325203252,0.030226700251889168,0.001479334829977874
0.44986449864498645,0.005037783375314861,0.0010209746019034702
0.8509485094850948,0.0025188916876574307,0.0006970758872243815
0.7560975609756098,0.0025188916876574307,0.0008495069116264439
0.04336043360433604,0.0025188916876574307,0.001225524093095217
0.044715447154471545,0.0,0.0002263573172890156
0.004065040650406504,0.1385390428211587,0.039569603360394945
0.013550135501355014,0.007556675062972292,0.014644084315630742
0.36585365853658536,0.007556675062972292,0.0006264543319938416
0.025745257452574527,0.0025188916876574307,0.00015034835119151024
0.38346883468834686,0.005037783375314861,0.002107458742975216
0.505420054200542,0.0,0.0006003606742484117
0.0989159891598916,0.007556675062972292,0.001579836721518484
0.009485094850948509,0.022670025188916875,0.00875223622732939
0.023035230352303523,0.035264483627204024,0.017013667276155532
0.8075880758807588,0.0025188916876574307,0.0019291406069312498
0.43766937669376693,0.015113350125944586,0.0027832431693611435
0.5447154471544715,0.0,0.0001489713771680047
0.024390243902439025,0.05541561712846347,0.009556096450076627
0.7168021680216802,0.0,0.0003724714733582463
0.6395663956639567,0.0,0.00013454757427178426
0.1002710027100271,0.0025188916876574307,0.0015909729989335851
0.044715447154471545,0.007556675062972292,0.0009986676227226807
0.02981029810298103,0.020151133501259445,0.005502732441433981
0.7818428184281843,0.0,0.0004192713779821406
0.516260162601626,0.0025188916876574307,0.0005106163922664388
0.08130081300813008,0.010075566750629723,0.001318228869227727
0.7046070460704607,0.0,0.0005226132784462308
0.03116531165311653,0.030226700251889168,0.007725702092806018
0.997289972899729,0.0,0.00017966068571688423
0.5257452574525745,0.0,0.0007902626042651184
0.983739837398374,0.0,0.00044536503572757035
0.16531165311653118,0.0,0.0011562278753623012
0.004065040650406504,0.005037783375314861,0.001538166045132148
0.17750677506775067,0.022670025188916875,0.009694688885542457
0.005420054200542005,0.05541561712846347,0.007973729538789949
0.5636856368563685,0.0,0.0011161235069277024
0.02981029810298103,0.015113350125944586,0.01929794669592415
0.6273712737127372,0.0025188916876574307,0.0033529317472359692
0.3523035230352303,0.0,0.00026162506446605096
0.5284552845528455,0.0025188916876574307,0.0006724624765542202
0.5609756097560976,0.010075566750629723,0.0014623119886122869
0.42140921409214094,0.010075566750629723,0.0016240031633224241
0.6463414634146342,0.0,8.4511780692652e-05
0.6043360433604336,0.0,0.00027203843051881157
0.22899728997289973,0.0,0.0005631135269125872
0.02168021680216802,0.005037783375314861,0.0013636862241787032
0.02032520325203252,0.0025188916876574307,0.00036581036151953826
0.508130081300813,0.0025188916876574307,0.0012477105870489498
0.15447154471544716,0.012594458438287152,0.003920176196219074
0.009485094850948509,0.012594458438287152,0.009133589183139248
0.535230352303523,0.0025188916876574307,0.0008380780272313481
0.0013550135501355014,0.10579345088161209,0.016517887778992362
0.08807588075880758,0.012594458438287152,0.00505592158298173
0.3794037940379404,0.005037783375314861,0.0010441249776736569
0.508130081300813,0.0025188916876574307,0.0006288640365349762
0.4878048780487805,0.017632241813602016,0.004432806412994889
0.004065040650406504,0.0025188916876574307,0.0018082078633168766
0.8373983739837398,0.0,0.0006275386990373523
0.9159891598915989,0.0,0.0004816138768963535
0.12872628726287264,0.005037783375314861,0.0005463832925269949
0.016260162601626015,0.0327455919395466,0.0047483227983058885
0.09078590785907859,0.005037783375314861,0.001796365886714729
0.023035230352303523,0.012594458438287152,0.0020612612644866054
0.9498644986449865,0.0,0.00023627153025825546
0.540650406504065,0.0025188916876574307,0.0016022641859263305
0.058265582655826556,0.05037783375314861,0.00733276534302342
0.26016260162601623,0.010075566750629723,0.0012782966225460665
0.03929539295392954,0.0025188916876574307,0.0010972761749809706
0.9932249322493225,0.0,0.00013485739342707298
0.0989159891598916,0.022670025188916875,0.01011559542017751
0.19241192411924118,0.0,0.0010271021363080699
0.8590785907859079,0.015113350125944586,0.00392322275124608
0.6937669376693767,0.005037783375314861,0.0017214240754854402
0.4173441734417344,0.04030226700251889,0.004918585636312347
0.2940379403794038,0.012594458438287152,0.00205019383577268
0.052845528455284556,0.0327455919395466,0.014469673343378472
0.09078590785907859,0.0,0.0018267798004589072
0.4173441734417344,0.0,0.00025988663476137527
0.8550135501355014,0.0,0.00037868506863931496
0.056910569105691054,0.022670025188916875,0.010567242899887327
0.7899728997289973,0.0,0.00015762910134079573
0.05420054200542006,0.010075566750629723,0.001165660147423314
0.505420054200542,0.007556675062972292,0.0014042381091709413
0.07994579945799458,0.0,0.0006784523135564693
0.006775067750677507,0.05541561712846347,0.00865646768399458
0.3062330623306233,0.0025188916876574307,0.0007999530589555385
0.09620596205962059,0.007556675062972292,0.0010489271745806326
0.5623306233062331,0.0,0.0005648863809678505
0.03929539295392954,0.0,0.0001527236313820573
0.6368563685636857,0.0025188916876574307,0.0012223398406658605
0.009485094850948509,0.012594458438287152,0.0037313069967199962
0.15176151761517614,0.0,0.0010488066893535757
0.01084010840108401,0.015113350125944586,0.0032543937648963845
0.508130081300813,0.0,0.0007115513266464836
0.02032520325203252,0.0025188916876574307,0.0009200424059805148
0.04200542005420054,0.027707808564231738,0.014150852220411061
0.5271002710027101,0.0025188916876574307,0.0004109062607893445
0.04200542005420054,0.035264483627204024,0.011891014089559664
0.11517615176151762,0.0,0.0034943297672746934
0.27100271002710025,0.007556675062972292,0.001460315376278204
0.9932249322493225,0.0,0.0003196989439073968
0.21138211382113822,0.010075566750629723,0.001179464312008957
0.17750677506775067,0.010075566750629723,0.0030002370632903216
0.05962059620596206,0.007556675062972292,0.0013334788565380505
0.5447154471544715,0.0,0.0008598170046274416
0.13685636856368563,0.010075566750629723,0.001637411447876309
0.15447154471544716,0.02518891687657431,0.007718490191357908
0.025745257452574527,0.012594458438287152,0.0017277581559935657
0.7628726287262872,0.0,5.710999762489193e-05
0.5799457994579946,0.0,0.0007840145846334621
0.8550135501355014,0.0,0.0012426157831619794
0.0975609756097561,0.022670025188916875,0.0053516783910554245
0.07317073170731707,0.0025188916876574307,0.0007654770718420189
0.3712737127371274,0.0,0.0005293088146355264
0.04878048780487805,0.0025188916876574307,0.0013087793849914202
0.14634146341463414,0.04282115869017632,0.015165010800898177
0.009485094850948509,0.0025188916876574307,0.0010002339306744183
0.7588075880758808,0.0,0.0006726001739565708
0.04878048780487805,0.005037783375314861,0.0022162052664815653
0.43224932249322495,0.0,0.000351180012519792
0.4878048780487805,0.007556675062972292,0.0009394577397119427
0.037940379403794036,0.012594458438287152,0.005132980491772158
0.6775067750677507,0.005037783375314861,0.0006771958247600204
0.23035230352303523,0.0,0.0001921050884543155
0.17479674796747968,0.0,0.0015777712604832259
0.13550135501355012,0.012594458438287152,0.0013512590336165657
0.04200542005420054,0.005037783375314861,0.001724900934894792
0.22764227642276422,0.0025188916876574307,0.0010675163238979572
0.044715447154471545,0.030226700251889168,0.006675346307675999
0.13550135501355012,0.005037783375314861,0.0019189682113326025
0.33739837398373984,0.0,0.0005598260014314677
0.34823848238482386,0.012594458438287152,0.002008196128055761
0.02032520325203252,0.0,0.0007096579873641633
0.0948509485094851,0.017632241813602016,0.00523250128932102
0.4268292682926829,0.007556675062972292,0.005892364453560166
0.7330623306233063,0.0,0.00021399897542805343
0.5934959349593496,0.0,0.00035402002144327215
0.0027100271002710027,0.03778337531486146,0.009467040655106406
0.6097560975609756,0.0,9.127616558312294e-05
0.10840108401084012,0.07052896725440806,0.006703419365580217
0.052845528455284556,0.005037783375314861,0.0012163672158389052
0.012195121951219513,0.012594458438287152,0.003865080023103558
0.023035230352303523,0.017632241813602016,0.011024191729587636
0.7520325203252033,0.010075566750629723,0.0011275179669722108
0.0027100271002710027,0.010075566750629723,0.00308144410632656
0.13008130081300812,0.0025188916876574307,0.0004781714418375897
0.15718157181571815,0.0025188916876574307,0.0016711817358027823
0.013550135501355014,0.0,0.0003714387428406172
0.25338753387533874,0.007556675062972292,0.0015167885234172247
0.02168021680216802,0.005037783375314861,0.0011046257738314314
0.08130081300813008,0.04282115869017632,0.023813027306823498
0.551490514905149,0.0,0.00015830037617725468
0.08807588075880758,0.07304785894206549,0.011326317042520044
0.0027100271002710027,0.047858942065491177,0.009423958580345976
0.06639566395663957,0.05541561712846347,0.011518955708408466
0.051490514905149054,0.0025188916876574307,0.0007485058670023132
0.2953929539295393,0.012594458438287152,0.0029420943351478003
0.0013550135501355014,0.27455919395465994,0.12982441567375794
0.009485094850948509,0.022670025188916875,0.008365736831106682
0.03116531165311653,0.035264483627204024,0.009184726555937184
0.8373983739837398,0.0,0.0001261308205531067
0.018970189701897018,0.08564231738035265,0.02062633074857523
0.7046070460704607,0.0,0.00027417274025524517
0.44850948509485095,0.0025188916876574307,0.001745452272195612
0.004065040650406504,0.010075566750629723,0.0036956089451606147
0.014905149051490514,0.010075566750629723,0.0019458192047909606
0.03929539295392954,0.005037783375314861,0.0006500177999710801
0.9132791327913279,0.0,0.0008548426859675279
0.08536585365853659,0.0,0.00024771762682864514
0.058265582655826556,0.0025188916876574307,0.0004384285290841613
0.44037940379403795,0.0025188916876574307,0.0011763661204560695
0.2018970189701897,0.0025188916876574307,0.0002700590303600224
0.18292682926829268,0.0025188916876574307,0.0008086796318295048
0.6883468834688347,0.015113350125944586,0.004933370894889737
0.07317073170731707,0.0,0.0006181064269763394
0.02981029810298103,0.0025188916876574307,0.0014616579259511219
0.05420054200542006,0.030226700251889168,0.004046720108979232
0.03929539295392954,0.012594458438287152,0.003067485032163273
0.8563685636856369,0.010075566750629723,0.05868028158912234
0.009485094850948509,0.0,0.00045958229252026495
0.43089430894308944,0.0025188916876574307,0.0007274037400920909
0.0013550135501355014,0.17884130982367757,0.022014940202579384
0.7710027100271003,0.0,0.00041744688740099576
0.044715447154471545,0.007556675062972292,0.0013407596066873362
0.17479674796747968,0.007556675062972292,0.006462569396693806
0.02981029810298103,0.0025188916876574307,0.001133197984819171
0.005420054200542005,0.05037783375314861,0.00804223399645935
0.07181571815718157,0.010075566750629723,0.0028673418578467435
0.07723577235772358,0.015113350125944586,0.0013561645035753043
0.07181571815718157,0.0,0.00018315475730152955
0.5420054200542005,0.0,0.00038044071051928453
0.03929539295392954,0.027707808564231738,0.003085110299664144
0.4105691056910569,0.0,0.0001996612334083021
0.8468834688346883,0.0,0.0006637014793296663
0.39295392953929537,0.0,0.0003737623865052827
0.04065040650406504,0.010075566750629723,0.003312224952666087
0.17208672086720866,0.0,0.00028462053065859337
0.10975609756097561,0.010075566750629723,0.0012608951133240153
0.025745257452574527,0.005037783375314861,0.0012667128285733262
0.014905149051490514,0.010075566750629723,0.0022579964280949583
0.535230352303523,0.007556675062972292,0.0008486463028617529
0.556910569105691,0.0,0.0009465835802835839
0.2859078590785908,0.007556675062972292,0.008884804401442386
0.2859078590785908,0.017632241813602016,0.005427738993678812
0.012195121951219513,0.027707808564231738,0.004390567734823858
0.025745257452574527,0.005037783375314861,0.0007088834394759415
0.006775067750677507,0.0654911838790932,0.018254992146170473
0.8102981029810298,0.0,0.0005756612027017812
0.4241192411924119,0.0,0.0006890894378880495
1.0,0.0,0.0002376140799311733
0.5880758807588076,0.007556675062972292,0.0034908356956900484
0.04065040650406504,0.02518891687657431,0.0114940841151089
0.7642276422764228,0.0,0.00015637261254434692
0.03252032520325203,0.007556675062972292,0.0012057473036826188
0.0013550135501355014,0.012594458438287152,0.003159983262192257
0.22086720867208673,0.007556675062972292,0.002738939030154853
0.08672086720867209,0.0,0.0003972742179566397
0.13008130081300812,0.005037783375314861,0.0015464967379743564
0.12330623306233063,0.0025188916876574307,0.0012279165854610578
0.1043360433604336,0.005037783375314861,0.0024110470908075983
0.28184281842818426,0.0,0.0017652979103093853
0.2899728997289973,0.0,0.00018623573667912315
0.6842818428184282,0.0,0.0003060324767241044
0.23170731707317074,0.0025188916876574307,0.0012293968325363263
0.7466124661246613,0.0,0.00035548305634324677
0.8983739837398373,0.0,0.0002960494150536893
0.6097560975609756,0.0,0.0002852745933197586
0.04336043360433604,0.005037783375314861,0.0029684978120485188
0.03929539295392954,0.0,0.0006024777718095516
0.0,0.02518891687657431,0.007932644076363606
0.8970189701897019,0.0,0.0003936940854955253
0.6002710027100271,0.0,0.00029768457170660214
0.03252032520325203,0.017632241813602016,0.0030043335610102505
0.11788617886178862,0.0,0.00019690728536129104
0.09620596205962059,0.007556675062972292,0.0030543693545893825
0.004065040650406504,0.020151133501259445,0.003623352233277162
0.02981029810298103,0.035264483627204024,0.020249315260939416
0.5365853658536586,0.0025188916876574307,0.0006942530904761953
0.058265582655826556,0.0,0.0004362425828218462
0.10975609756097561,0.007556675062972292,0.0009278911579144963
0.23983739837398374,0.005037783375314861,0.0030172771168312023
0.516260162601626,0.0,0.0001670441612265148
0.5718157181571816,0.0,0.0005807043700628704
0.12737127371273713,0.005037783375314861,0.0005153497404722391
0.26287262872628725,0.0025188916876574307,0.0003539511727420969
0.005420054200542005,0.0327455919395466,0.005335757128908642
0.6192411924119241,0.015113350125944586,0.0023847813113092304
0.8888888888888888,0.0,0.0005001513896877967
0.26558265582655827,0.005037783375314861,0.0007795910555829505
0.03252032520325203,0.005037783375314861,0.000462060845762575
0.2859078590785908,0.0025188916876574307,0.0005677780264172122
0.14363143631436315,0.005037783375314861,0.0024081726575335303
0.2777777777777778,0.0025188916876574307,0.00070540658006659
0.6842818428184282,0.0,1.3769740235055313e-06
0.03387533875338753,0.02518891687657431,0.006000732309210051
0.016260162601626015,0.0025188916876574307,0.0006605000147250159
0.0013550135501355014,0.05541561712846347,0.013599597882275914
0.028455284552845527,0.005037783375314861,0.0006647858463731768
0.03387533875338753,0.007556675062972292,0.0016667754189275646
0.5907859078590786,0.0,0.0002737596480481935
0.7710027100271003,0.0025188916876574307,0.00033642917829298906
0.17208672086720866,0.0025188916876574307,0.002604288182831306
0.012195121951219513,0.007556675062972292,0.0015288886826487795
0.5853658536585366,0.0025188916876574307,0.0005348683472554299
